id,codexid,cote,element,theme
606,1,X.012.D.49,atl,04.05.01
607,1,X.012.D.49,cilli,02.03.02
608,1,X.012.D.51,cuauhtli,02.01.06
609,1,X.012.D.51,macuilli,06.01.02
610,1,X.012.D.51,ce,06.01.01
611,1,X.012.D.53,centzontli,03.02.13
612,1,X.012.D.53,tecomatl,05.03.08
613,1,X.012.D.54,huehuetl,05.10.10
614,1,X.012.D.54,ocelotl,02.02.01
615,1,X.012.D.55,maitl_1,01.03.05
616,1,X.012.D.55,atl,04.05.01
617,1,X.012.D.55,cilli,02.03.02
618,1,X.012.D.56,macpalli,01.03.07
619,1,X.012.D.56,cozcatl,05.07.23
620,1,X.012.D.56,pantli,05.12.46
621,1,X.012.D.58,effacé,10.00.00
622,1,X.012.D.58,maitl_2,02.02.15
623,1,X.012.D.60,tochtli,02.02.08
624,1,X.012.D.60,tilmatli,05.07.01
625,1,X.012.D.63,pochotl,03.01.02
626,1,X.012.D.64,effacé,10.00.00
627,1,X.012.D.66,cuetlaxtli,05.12.09
628,1,X.012.D.66,xochitl,03.03.01
629,1,X.012.D.68,maitl_1,01.03.05
630,1,X.012.D.68,atl,04.05.01
631,1,X.012.D.68,cilli,02.03.02
632,1,X.012.D.70,effacé,10.00.00
633,1,X.012.D.70,potzalli,04.03.06
634,1,X.012.D.71,matlalli,03.03.06
635,1,X.012.D.71,atl,04.05.01
636,1,X.012.D.74,etl,03.04.07
637,1,X.012.D.74,effacé,10.00.00
638,1,X.012.D.76-,arbre_02,03.01.08
639,1,X.012.D.76-,tepetl,04.03.08
640,1,X.012.D.79,tolin,03.02.02
641,1,X.012.D.79,tentli,01.02.18
642,1,X.012.Z.01,tepetl,04.03.08
643,1,X.012.Z.01,tepetla,07.01.04
644,1,X.012.Z.02,atl,04.05.01
645,1,X.012.Z.02,huei,07.01.16
646,1,X.012.Z.03,tepetl,04.03.08
647,1,X.012.Z.04,tepetl,04.03.08
648,1,X.013.A.01,tepetl,04.03.08
649,1,X.013.A.02,tecpatl,04.04.08
650,1,X.013.A.04-,tepetl,04.03.08
651,1,X.013.A.07,tepetl,04.03.08
652,1,X.013.A.07,tilmatli,05.07.01
653,1,X.013.A.07,quiyahuitl,04.05.02
654,1,X.013.A.08,tepetl,04.03.08
655,1,X.013.A.10,atl,04.05.01
656,1,X.013.A.11,nopalli,03.02.09
657,1,X.013.A.14,tepetl,04.03.08
658,1,X.013.A.15,oztotl,04.03.09
659,1,X.020.A.01,tetl,04.04.01
660,1,X.020.A.01,xocpalmachiyotl,01.04.03
661,1,X.020.A.04,atl,04.05.01
662,1,X.020.A.04,comitl,05.03.01
663,1,X.020.A.05,zacatl,03.02.08
664,1,X.020.A.05,tlantli,01.02.19
665,1,X.020.A.07,tilmatli,05.07.01
666,1,X.020.A.07,huictli,05.10.01
667,1,X.020.A.08,nopalli,03.02.09
668,1,X.020.A.10,zacatl,03.02.08
669,1,X.020.A.10,tlanelhuatl,03.04.10
670,1,X.020.A.11,acatl,03.02.05
671,1,X.020.A.11,huitztli,03.04.09
672,1,X.020.A.11,tepetl,04.03.08
673,1,X.020.A.12,cuahuitl_1,03.01.01
674,1,X.020.A.12,tepetl,04.03.08
675,1,X.020.A.12,yacatl,01.02.17
676,1,X.020.A.13,cuahuitl_1,03.01.01
677,1,X.020.A.13,tolin,03.02.02
678,1,X.020.A.13,tepetl,04.03.08
679,1,X.020.A.13,atl,04.05.01
680,1,X.020.A.14,tolin,03.02.02
681,1,X.020.A.14,tzintli,01.04.01
682,1,X.020.A.15,centli,03.04.02
683,1,X.020.A.15,tepetl,04.03.08
684,1,X.020.A.15,atl,04.05.01
685,1,X.020.A.16,apoctli,04.02.04
686,1,X.020.A.16,tepetl,04.03.08
687,1,X.020.A.16,atl,04.05.01
688,1,X.020.A.17,oztotl,04.03.09
689,1,X.020.A.17,tetl,04.04.01
690,1,X.020.A.17,petlatl,05.02.03
691,1,X.020.A.18,yacatl,01.02.17
692,1,X.020.A.18,nextli,04.02.03
693,1,X.020.A.20,tochtli,02.02.08
694,1,X.020.A.20,artefact_05,05.12.12
695,1,X.020.A.21,acatl,03.02.05
696,1,X.020.A.21,mitl,05.13.01
697,1,X.020.A.21,ce,06.01.01
698,1,X.020.A.21,xiuhtic,08.01.03
699,1,X.020.A.22,tochtli,02.02.08
700,1,X.020.A.22,artefact_05,05.12.12
701,1,X.020.A.23,itzcuintli,02.02.12
702,1,X.020.A.23,tentli,01.02.18
703,1,X.020.A.23,tepetl,04.03.08
704,1,X.020.A.23,atl,04.05.01
705,1,X.020.A.24,huaxin,03.04.04
706,1,X.020.A.24,huictli,05.10.01
707,1,X.020.A.24,tepetl,04.03.08
708,1,X.020.A.24,atl,04.05.01
709,1,X.020.A.25,tentli,01.02.18
710,1,X.020.A.25,centzontli,03.02.13
711,1,X.020.A.25,artefact_01,05.15.02
712,1,X.020.A.25,tepetl,04.03.08
713,1,X.020.A.25,atl,04.05.01
714,1,X.020.A.25,mecatl,05.11.03
715,1,X.020.A.26,cuechtli,02.02.21
716,1,X.020.A.28,tochtli,02.02.08
717,1,X.020.A.28,artefact_05,05.12.12
718,1,X.020.A.29,tepotzotli,01.01.04
719,1,X.020.A.29,tepetl,04.03.08
720,1,X.020.A.29,atl,04.05.01
721,1,X.020.A.29,mecatl,05.11.03
722,1,X.020.A.30,tentli,01.02.18
723,1,X.020.A.30,?_04,09.00.04
724,1,X.020.A.32,tochtli,02.02.08
725,1,X.020.A.32,artefact_05,05.12.12
726,1,X.020.A.33,tzinacan,02.01.27
727,1,X.020.A.33,oztotl,04.03.09
728,1,X.020.A.34,tentli,01.02.18
729,1,X.020.A.34,tlatoa,01.02.21
730,1,X.020.A.34,tepetl,04.03.08
731,1,X.020.A.34,atl,04.05.01
732,1,X.020.A.34,mecatl,05.11.03
733,1,X.020.A.35,ococuahuitl,03.01.06
734,1,X.020.A.35,tochtli,02.02.08
735,1,X.020.A.37,tochtli,02.02.08
736,1,X.020.A.37,artefact_05,05.12.12
737,1,X.020.A.38,tepetl,04.03.08
738,1,X.020.A.38,montagnes_05,07.01.08
739,1,X.020.B.01,iztac,08.01.01
740,1,X.020.B.01,mitl,05.13.01
741,1,X.020.B.02,tepetl,04.03.08
742,1,X.020.B.02,yacatl,01.02.17
743,1,X.020.B.05,nopalli,03.02.09
744,1,X.020.B.07,atl,04.05.01
745,1,X.020.B.07,comitl,05.03.01
746,1,X.020.B.09,tilmatli,05.07.01
747,1,X.020.B.09,huictli,05.10.01
748,1,X.020.B.11,cuauhtli,02.01.06
749,1,X.020.B.11,plume_01,02.01.18
750,1,X.020.B.12,xolotl,02.02.13
751,1,X.020.B.14-,tepetl,04.03.08
752,1,X.020.B.14-,atl,04.05.01
753,1,X.020.B.14-,pantli,05.12.46
754,1,X.020.B.14-,ixtelolotli,01.02.15
755,1,X.020.B.14-,mazatl,02.02.09
756,1,X.020.B.14-,atl,04.05.01
757,1,X.020.B.14-,tlalli,04.03.01
758,1,X.020.B.14-,tepetl,04.03.08
759,1,X.020.B.14-,cuacuahuitl,02.02.10
760,1,X.020.B.14-,atl,04.05.01
761,1,X.020.B.16,nopalli,03.02.09
762,1,X.020.B.18,ce,06.01.01
763,1,X.020.B.18,tecpatl,04.04.08
764,1,X.020.B.18,tlalpilli,05.12.08
765,1,X.020.B.18,xiuhtic,08.01.03
766,1,X.020.B.19,tepetl,04.03.08
767,1,X.020.B.19,montagnes_02,07.01.05
768,1,X.020.B.20,tepetl,04.03.08
769,1,X.020.B.20,montagnes_04,07.01.07
770,1,X.020.B.21,tepetl,04.03.08
771,1,X.020.B.21,montagnes_03,07.01.06
772,1,X.020.B.22,tetl,04.04.01
773,1,X.020.B.22,comitl,05.03.01
774,1,X.020.B.22,tepetl,04.03.08
775,1,X.020.B.22,atl,04.05.01
776,1,X.020.B.22,texcalli,07.01.01
777,1,X.020.B.23,oztotl,04.03.09
778,1,X.020.B.24,tlahuitolli,05.13.06
779,1,X.020.B.24,mitl,05.13.01
780,1,X.020.B.24,mecatl,05.11.03
781,1,X.020.B.25,tilmatli,05.07.01
782,1,X.020.B.25,motif_01,05.05.02
783,1,X.020.B.26,ce,06.01.01
784,1,X.020.B.26,centli,03.04.02
785,1,X.020.B.26,xihuitl_4,06.01.04
786,1,X.020.B.26,xiuhtic,08.01.03
787,1,X.020.B.26,ce,06.01.01
788,1,X.020.C.01,tolin,03.02.02
789,1,X.020.C.01,tentli,01.02.18
790,1,X.020.C.02,itztli,04.04.06
791,1,X.020.C.02,caxitl,05.03.05
792,1,X.020.C.05,cueitl,05.08.01
793,1,X.020.C.05,quetzalli,02.01.15
794,1,X.020.C.06,tochtli,02.02.08
795,1,X.020.C.06,xiuhtic,08.01.03
796,1,X.020.C.07,tlalli,04.03.01
797,1,X.020.C.07,chian,03.04.06
798,1,X.020.C.07,xocpalmachiyotl,01.04.03
799,1,X.020.C.09,cohuatl,02.02.20
800,1,X.020.C.09,cosmos_01,04.03.10
801,1,X.020.C.10,chocholli,02.02.11
802,1,X.020.C.12,iztac,08.01.01
803,1,X.020.C.12,cuauhtli,02.01.06
804,1,X.020.C.13,oztotl,04.03.09
805,1,X.020.C.13,tetl,04.04.01
806,1,X.020.C.14-,effacé,10.00.00
807,1,X.020.C.15,maitl_1,01.03.05
808,1,X.020.C.15,atl,04.05.01
809,1,X.020.C.16,ce,06.01.01
810,1,X.020.C.16,tecpatl,04.04.08
811,1,X.020.C.16,xiuhtic,08.01.03
812,1,X.020.C.16,tlalpilli,05.12.08
813,1,X.020.C.18,tetl,04.04.01
814,1,X.020.C.20,itztli,04.04.06
815,1,X.020.C.20,mitl,05.13.01
816,1,X.020.C.23,malinalli,03.01.14
817,1,X.020.C.23,xochitl,03.03.01
818,1,X.020.C.24,tlalli,04.03.01
819,1,X.020.C.24,tentli,01.02.18
820,1,X.020.C.24,pantli,05.12.46
821,1,X.020.C.26,tamazolin,02.02.18
822,1,X.020.C.26,azcaxochitl,03.03.07
823,1,X.020.C.26,tlapalli,08.01.04
824,1,X.020.C.29,huehuetl,05.10.10
825,1,X.020.C.29,ocelotl,02.02.01
826,1,X.020.C.31,chian,03.04.06
827,1,X.020.C.32,tlatoa,01.02.21
828,1,X.020.C.32,tentli,01.02.18
829,1,X.020.C.32,yohualli,04.01.02
830,1,X.020.C.32,ilhuicatl,04.01.01
831,1,X.020.C.34,pochotl,03.01.02
832,1,X.020.C.37,acatl,03.02.05
833,1,X.020.C.37,tonalli,04.01.07
834,1,X.020.C.37,atl,04.05.01
835,1,X.020.C.39,ce,06.01.01
836,1,X.020.C.39,tecpatl,04.04.08
837,1,X.020.C.39,xiuhtic,08.01.03
838,1,X.020.C.39,tlalpilli,05.12.08
839,1,X.020.C.41,cohuatl,02.02.20
840,1,X.020.C.41,nextli,04.02.03
841,1,X.020.C.43,tepetl,04.03.08
842,1,X.020.C.43,tlapanqui,07.01.11
843,1,X.020.C.43,terre_02,04.03.03
844,1,X.020.C.43,atl,04.05.01
845,1,X.020.C.44,tetl,04.04.01
846,1,X.020.C.44,nopalli,03.02.09
847,1,X.020.C.44,tlanelhuatl,03.04.10
848,1,X.020.C.45,tzacualli,05.01.08
849,1,X.020.C.45,xamitl,05.01.11
850,1,X.020.C.45,tlalli,04.03.01
851,1,X.020.C.47,quetzalli,02.01.15
852,1,X.020.C.47,xihuitl_3,04.04.05
853,1,X.020.C.48,tochtli,02.02.08
854,1,X.020.C.51,cuetlachtli,02.02.02
855,1,X.020.C.51,ihuitl,02.01.16
856,1,X.020.C.51-,nopalli,03.02.09
857,1,X.020.D.01,effacé,10.00.00
858,1,X.020.D.02,effacé,10.00.00
859,1,X.020.D.05,atl,04.05.01
860,1,X.020.D.05,effacé,10.00.00
861,1,X.020.D.06,ce,06.01.01
862,1,X.020.D.06,tochtli,02.02.08
863,1,X.020.D.06,xiuhtic,08.01.03
864,1,X.020.D.08,tletl,04.02.01
865,1,X.020.D.08,?_06,09.00.06
866,1,X.020.D.09,macuilli,06.01.02
867,1,X.020.D.09,xochitl,03.03.01
868,1,X.020.D.11,quechquemitl,05.07.04
869,1,X.020.D.13,macuilli,06.01.02
870,1,X.020.D.13,ce,06.01.01
871,1,X.020.D.13,tecpatl,04.04.08
872,1,X.020.D.15,huitztli,03.04.09
873,1,X.020.D.15,effacé,10.00.00
874,1,X.020.D.19,huitztli,03.04.09
875,1,X.020.D.19,atl,04.05.01
876,1,X.020.D.19,tliltic,08.01.02
877,1,X.020.D.21,quetzalli,02.01.15
878,1,X.020.D.21,cueitl,05.08.01
879,1,X.020.D.23,tlanextli,04.01.06
880,1,X.020.D.23,chalchihuitl,04.04.03
881,1,X.020.D.25,iztatl,04.04.12
882,1,X.020.D.25,pantli,05.12.46
883,1,X.020.D.27,tletl,04.02.01
884,1,X.020.D.27,?_06,09.00.06
885,1,X.020.D.28,quecholli,02.01.01
886,1,X.020.D.28,tepetl,04.03.08
887,1,X.020.D.28,atl,04.05.01
888,1,X.020.D.29,ce,06.01.01
889,1,X.020.D.29,tecpatl,04.04.08
890,1,X.020.D.29,xiuhtic,08.01.03
891,1,X.020.D.29,tlalpilli,05.12.08
892,1,X.020.D.30,tepetl,04.03.08
893,1,X.020.D.30,atl,04.05.01
894,1,X.020.D.31,tlanextli,04.01.06
895,1,X.020.D.31,chalchihuitl,04.04.03
896,1,X.020.D.34,cohuatl,02.02.20
897,1,X.020.D.34,xochitl,03.03.01
898,1,X.020.D.36,xilotl,03.04.01
899,1,X.020.D.36,xochitl,03.03.01
900,1,X.020.D.38,atlapalli,02.01.14
901,1,X.020.D.40,chalchihuitl,04.04.03
902,1,X.020.D.42,cuauhtli,02.01.06
903,1,X.020.D.42,cozcatl,05.07.23
904,1,X.020.D.43,tetl,04.04.01
905,1,X.020.D.45,xilotl,03.04.01
906,1,X.020.D.45,xochitl,03.03.01
907,1,X.020.D.47,tlalli,04.03.01
908,1,X.020.D.49,chalchihuitl,04.04.03
909,1,X.020.D.51,cohuatl,02.02.20
910,1,X.020.D.54,pochotl,03.01.02
911,1,X.020.D.54,xochitl,03.03.01
912,1,X.020.D.57,xochitl,03.03.01
913,1,X.020.D.57,pachtli,03.02.12
914,1,X.020.D.57,cuaitl,01.02.06
915,1,X.020.D.58,mitl,05.13.01
916,1,X.020.D.58,tlecuahuitl,05.10.09
917,1,X.020.D.58,tepetl,04.03.08
918,1,X.020.D.58,atl,04.05.01
919,1,X.020.D.60,xochitl,03.03.01
920,1,X.020.D.60,effacé,10.00.00
921,1,X.020.D.63,yohualli,04.01.02
922,1,X.020.D.63,tlatoa,01.02.21
923,1,X.020.D.63,ilhuicatl,04.01.01
924,1,X.020.D.66,chalchihuitl,04.04.03
925,1,X.020.D.66,totomochtli,03.04.03
926,1,X.020.D.67,cuauhtli,02.01.06
927,1,X.020.D.67,plume_01,02.01.18
928,1,X.020.D.69-,oztotl,04.03.09
929,1,X.020.D.69-,tetl,04.04.01
930,1,X.020.D.69-,atl,04.05.01
931,1,X.020.D.69-,tepetl,04.03.08
932,1,X.020.D.69-,atl,04.05.01
933,1,X.020.D.69-,tlatzalan,07.01.03
934,1,X.020.D.69-,nextic,08.01.05
935,1,X.020.D.70,ce,06.01.01
936,1,X.020.D.70,tecpatl,04.04.08
937,1,X.020.D.70,xiuhtic,08.01.03
938,1,X.020.D.70,tlalpilli,05.12.08
939,1,X.020.D.72,fleur_02,03.03.03
940,1,X.020.D.72,pachtli,03.02.12
941,1,X.020.D.72,cuaitl,01.02.06
942,1,X.020.D.74,itzcuintli,02.02.12
943,1,X.020.D.74,tlatoa,01.02.21
944,1,X.020.D.75,tlalli,04.03.01
945,1,X.020.D.78,tamazolin,02.02.18
946,1,X.020.D.78,azcaxochitl,03.03.07
947,1,X.020.D.80,xochitl,03.03.01
948,1,X.020.D.80,malinalli,03.01.14
949,1,X.020.D.81,cipactli,02.03.01
950,1,X.020.D.81,xochitl,03.03.01
951,1,X.020.D.83,chalchihuitl,04.04.03
952,1,X.020.D.83,comitl,05.03.01
953,1,X.020.D.83,tentli,01.02.18
954,1,X.020.D.83,atl,04.05.01
955,1,X.020.D.83,cilli,02.03.02
956,1,X.020.D.85,chalchihuitl,04.04.03
957,1,X.020.D.85,totomochtli,03.04.03
958,1,X.020.E.01,zacatl,03.02.08
959,1,X.020.E.01,xahualli,05.06.16
960,1,X.020.E.01,tepetl,04.03.08
961,1,X.020.E.01,atl,04.05.01
962,1,X.020.E.01,icopi,01.01.07
963,1,X.020.E.01,mecatl,05.11.03
964,1,X.020.E.02,xahualli,05.06.16
965,1,X.020.E.04,tochtli,02.02.08
966,1,X.020.E.04,artefact_05,05.12.12
967,1,X.020.E.05,nopalli,03.02.09
968,1,X.020.E.07,acalli,05.14.01
969,1,X.020.E.07,atl,04.05.01
970,1,X.020.E.08,nopalli,03.02.09
971,1,X.020.E.10,macuilli,06.01.02
972,1,X.020.E.10,ce,06.01.01
973,1,X.020.E.10,cuauhtli,02.01.06
974,1,X.020.E.12,ce,06.01.01
975,1,X.020.E.12,tecpatl,04.04.08
976,1,X.020.E.12,xiuhtic,08.01.03
977,1,X.020.E.12,tlalpilli,05.12.08
978,1,X.020.E.14,tzihuactli,03.02.01
979,1,X.020.E.14,xochitl,03.03.01
980,1,X.020.E.15,tetl,04.04.01
981,1,X.020.E.15,tenamitl,05.01.10
982,1,X.020.E.15,mitl,05.13.01
983,1,X.020.E.17,pochotl,03.01.02
984,1,X.020.E.18,cuauhtli,02.01.06
985,1,X.020.E.18,plume_01,02.01.18
986,1,X.020.E.21,terre_02,04.03.03
987,1,X.020.E.22,tocatl,02.02.22
988,1,X.020.E.22,xalli,04.03.07
989,1,X.020.E.24,tochtli,02.02.08
990,1,X.020.E.25,tilmatli,05.07.01
991,1,X.020.E.25,huictli,05.10.01
992,1,X.020.E.28,cipactli,02.03.01
993,1,X.020.E.28,xochitl,03.03.01
994,1,X.020.E.30,tentli,01.02.18
995,1,X.020.E.30,atl,04.05.01
996,1,X.020.E.31,comitl,05.03.01
997,1,X.020.E.31,atl,04.05.01
998,1,X.020.E.34,macuilli,06.01.02
999,1,X.020.E.34,cohuatl,02.02.20
1000,1,X.020.E.36,chalchihuitl,04.04.03
1001,1,X.020.E.36,ornement_03,05.06.45
1002,1,X.020.E.39,centzontli,03.02.13
1003,1,X.020.E.39,pantli,05.12.46
1004,1,X.020.E.40,tlantli,01.02.19
1005,1,X.020.E.40,metztli,04.01.04
1006,1,X.020.E.40,tepetl,04.03.08
1007,1,X.020.E.40,atl,04.05.01
1008,1,X.020.F.01,xolotl,02.02.13
1009,1,X.020.F.03,huehuetl,05.10.10
1010,1,X.020.F.04,tlacatl,01.01.01
1011,1,X.020.F.06,itztli,04.04.06
1012,1,X.020.F.06,mitl,05.13.01
1013,1,X.020.F.08,nopalli,03.02.09
1014,1,X.020.F.09,tamazolin,02.02.18
1015,1,X.020.F.09,azcaxochitl,03.03.07
1016,1,X.020.F.09,tlapalli,08.01.04
1017,1,X.020.F.11-,oztotl,04.03.09
1018,1,X.020.F.11-,tetl,04.04.01
1019,1,X.020.F.11-,atl,04.05.01
1020,1,X.020.F.11-,tepetl,04.03.08
1021,1,X.020.F.11-,atl,04.05.01
1022,1,X.020.F.12,miyahuatl,03.03.08
1023,1,X.020.F.12,tototl,02.01.13
1024,1,X.020.F.14,xolotl,02.02.13
1025,1,X.020.F.16-,tetl,04.04.01
1026,1,X.020.F.17,centli,03.04.02
1027,1,X.020.F.17,xihuitl_4,06.01.04
1028,1,X.020.F.17,macuilli,06.01.02
1029,1,X.020.F.17,xiuhtic,08.01.03
1030,1,X.020.F.17,ce,06.01.01
1031,1,X.020.F.18,effacé,10.00.00
1032,1,X.020.F.19,effacé,10.00.00
1033,1,X.020.F.21,tzihuactli,03.02.01
1034,1,X.020.F.21,fleur_01,03.03.02
1035,1,X.020.F.23,cuetlaxtli,05.12.09
1036,1,X.020.F.23,xochitl,03.03.01
1037,1,X.020.F.26,tecpatl,04.04.08
1038,1,X.020.F.28,iztac,08.01.01
1039,1,X.020.F.28,cuauhtli,02.01.06
1040,1,X.020.G.01,macuilli,06.01.02
1041,1,X.020.G.01,calli,05.01.01
1042,1,X.020.G.01,tlapalli,08.01.04
1043,1,X.020.G.02-,xamitl,05.01.11
1044,1,X.020.G.02-,tzacualli,05.01.08
1045,1,X.020.G.02-,atl,04.05.01
1046,1,X.020.G.02-,nextic,08.01.05
1047,1,X.020.G.05,ce,06.01.01
1048,1,X.020.G.06,tepetl,04.03.08
1049,1,X.020.G.06,coltic,07.01.10
1050,1,X.020.G.06,atl,04.05.01
1051,1,X.020.G.07,xolotl,02.02.13
1052,1,X.020.G.10,chian,03.04.06
1053,1,X.020.G.10,metl,03.02.10
1054,1,X.020.G.10,atl,04.05.01
1055,1,X.020.G.12,maitl_1,01.03.05
1056,1,X.020.G.12,atl,04.05.01
1057,1,X.020.G.14,macuilli,06.01.02
1058,1,X.020.G.14,ce,06.01.01
1059,1,X.020.G.14,cuauhtli,02.01.06
1060,1,X.020.G.16,tecomatl,05.03.08
1061,1,X.020.G.16,centzontli,03.02.13
1062,1,X.020.G.17,ce,06.01.01
1063,1,X.020.G.17,tochtli,02.02.08
1064,1,X.020.G.17,ce,06.01.01
1065,1,X.020.G.17,teoxihuitl,04.04.04
1066,1,X.020.G.18,centli,03.04.02
1067,1,X.020.G.18,xihuitl_4,06.01.04
1068,1,X.020.G.18,macuilli,06.01.02
1069,1,X.020.G.18,ce,06.01.01
1070,1,X.020.G.18,xiuhtic,08.01.03
1071,1,X.020.G.19,centli,03.04.02
1072,1,X.020.G.19,xihuitl_4,06.01.04
1073,1,X.020.G.19,macuilli,06.01.02
1074,1,X.020.G.19,ce,06.01.01
1075,1,X.020.G.19,xiuhtic,08.01.03
1076,1,X.020.G.19,ce,06.01.01
1077,1,X.020.G.20,ce,06.01.01
1078,1,X.020.G.20,tecpatl,04.04.08
1079,1,X.020.G.20,xiuhtic,08.01.03
1080,1,X.020.G.20,tlalpilli,05.12.08
1081,1,X.020.G.21,tolin,03.02.02
1082,1,X.020.G.21,tentli,01.02.18
1083,1,X.020.G.21,xocpalmachiyotl,01.04.03
1084,1,X.020.G.22,cuetlaxtli,05.12.09
1085,1,X.020.G.22,effacé,10.00.00
1086,1,X.020.G.24,ce,06.01.01
1087,1,X.020.G.24,tecpatl,04.04.08
1088,1,X.020.G.24,xiuhtic,08.01.03
1089,1,X.020.G.24,tlalpilli,05.12.08
1090,1,X.020.G.26,maitl_1,01.03.05
1091,1,X.020.G.26,atl,04.05.01
1092,1,X.020.G.27,tamazolin,02.02.18
1093,1,X.020.G.27,potzalli,04.03.06
1094,1,X.020.G.27,tlapalli,08.01.04
1095,1,X.020.G.28,zozoma,01.02.22
1096,1,X.020.G.28,effacé,10.00.00
1097,1,X.020.G.30,effacé,10.00.00
1098,1,X.020.G.32,maitl_1,01.03.05
1099,1,X.020.G.32,piqui,01.03.06
1100,1,X.020.G.32,mitl,05.13.01
1101,1,X.020.H.02,effacé,10.00.00
1102,1,X.020.H.04,effacé,10.00.00
1103,1,X.020.H.05,fruit_01,03.03.12
1104,1,X.020.H.05,tepetl,04.03.08
1105,1,X.020.H.05,atl,04.05.01
1106,1,X.020.H.06,ce,06.01.01
1107,1,X.020.H.08,pochotl,03.01.02
1108,1,X.020.H.10,fleur_01,03.03.02
1109,1,X.020.H.10,effacé,10.00.00
1110,1,X.020.H.12,iztatl,04.04.12
1111,1,X.020.H.12,pantli,05.12.46
1112,1,X.020.H.13,pochotl,03.01.02
1113,1,X.020.H.15,chian,03.04.06
1114,1,X.020.H.15,metl,03.02.10
1115,1,X.020.H.15,atl,04.05.01
1116,1,X.020.H.18,fleur_01,03.03.02
1117,1,X.020.H.18,chimalli,05.13.02
1118,1,X.020.H.18,atl,04.05.01
1119,1,X.020.H.20,mazatl,02.02.09
1120,1,X.020.H.20,atl,04.05.01
1121,1,X.020.H.20,cuacuahuitl,02.02.10
1122,1,X.020.H.22,tamazolin,02.02.18
1123,1,X.020.H.22,azcaxochitl,03.03.07
1124,1,X.020.H.22,tlapalli,08.01.04
1125,1,X.020.H.24,tepetl,04.03.08
1126,1,X.020.H.24,coltic,07.01.10
1127,1,X.020.H.25,iztac,08.01.01
1128,1,X.020.H.25,centzontli,03.02.13
1129,1,X.020.H.27,ocelotl,02.02.01
1130,1,X.020.H.27,pantli,05.12.46
1131,1,X.020.H.29,chapolin,02.01.22
1132,1,X.020.H.29,tepetl,04.03.08
1133,1,X.020.H.29,atl,04.05.01
1134,1,X.020.H.30,aztatl,02.01.05
1135,1,X.020.H.33,matlalli,03.03.06
1136,1,X.020.H.34,centli,03.04.02
1137,1,X.020.H.34,teoxihuitl,04.04.04
1138,1,X.020.H.34,macuilli,06.01.02
1139,1,X.020.H.34,ce,06.01.01
1140,1,X.020.H.34,xiuhtic,08.01.03
1141,1,X.020.H.35,pochotl,03.01.02
1142,1,X.020.H.37,tolin,03.02.02
1143,1,X.020.H.38,effacé,10.00.00
1144,1,X.020.H.40,effacé,10.00.00
1145,1,X.020.H.42,tamazolin,02.02.18
1146,1,X.020.H.42,effacé,10.00.00
1147,1,X.020.H.42,tlapalli,08.01.04
1148,1,X.020.Z.01,tepetl,04.03.08
1149,1,X.020.Z.01,tepetla,07.01.04
1150,1,X.020.Z.02,atl,04.05.01
1151,1,X.020.Z.02,huei,07.01.16
1152,1,X.030.A.01,tepetl,04.03.08
1153,1,X.030.A.01,atl,04.05.01
1154,1,X.030.A.01,effacé,10.00.00
1155,1,X.030.A.02,tilmatli,05.07.01
1156,1,X.030.A.03-,tetl,04.04.01
1157,1,X.030.A.03-,tepetl,04.03.08
1158,1,X.030.A.03-,atl,04.05.01
1159,1,X.030.A.07,centli,03.04.02
1160,1,X.030.A.07,teoxihuitl,04.04.04
1161,1,X.030.A.07,macuilli,06.01.02
1162,1,X.030.A.07,ce,06.01.01
1163,1,X.030.A.07,ce,06.01.01
1164,1,X.030.A.07,xiuhtic,08.01.03
1165,1,X.030.A.08,zacatl,03.02.08
1166,1,X.030.A.08,tlantli,01.02.19
1167,1,X.030.A.08,tepetl,04.03.08
1168,1,X.030.A.08,atl,04.05.01
1169,1,X.030.A.09-,effacé,10.00.00
1170,1,X.030.A.10,tolin,03.02.02
1171,1,X.030.A.10,tzintli,01.04.01
1172,1,X.030.A.12,zacatl,03.02.08
1173,1,X.030.A.12,icopi,01.01.07
1174,1,X.030.A.14,apoctli,04.02.04
1175,1,X.030.A.14,tepetl,04.03.08
1176,1,X.030.A.14,atl,04.05.01
1177,1,X.030.A.15,ococuahuitl,03.01.06
1178,1,X.030.A.15,tochtli,02.02.08
1179,1,X.030.A.17,maitl_1,01.03.05
1180,1,X.030.A.17,atl,04.05.01
1181,1,X.030.A.19,itzcuintli,02.02.12
1182,1,X.030.A.19,atl,04.05.01
1183,1,X.030.A.19,tlatoa,01.02.21
1184,1,X.030.A.19-,tlalli,04.03.01
1185,1,X.030.A.20,huictli,05.10.01
1186,1,X.030.A.20,huaxin,03.04.04
1187,1,X.030.A.22,tzacualli,05.01.08
1188,1,X.030.A.23,texcalli,07.01.01
1189,1,X.030.A.23,tetl,04.04.01
1190,1,X.030.A.23,tepetl,04.03.08
1191,1,X.030.A.24,tepetl,04.03.08
1192,1,X.030.A.24,montagnes_04,07.01.07
1193,1,X.030.A.26,ce,06.01.01
1194,1,X.030.A.26,tecpatl,04.04.08
1195,1,X.030.A.26,teoxihuitl,04.04.04
1196,1,X.030.A.26,ce,06.01.01
1197,1,X.030.A.26,xiuhtic,08.01.03
1198,1,X.030.A.27,tepetl,04.03.08
1199,1,X.030.A.27,montagnes_02,07.01.05
1200,1,X.030.A.28,yacatl,01.02.17
1201,1,X.030.A.28,nextli,04.02.03
