id,codexid,cote,lecture,element
3137,8,A57v_3_A,tochcama," tochtli, atl, tentli,"
3138,8,A57v_4_A,ohua," ?,"
3139,8,A58r_1_A,tlalchichtli," tecolotl, tlalli, tlantli,"
3140,8,A58r_2_A,tlatozcac," tlantli, tototl, cactli,"
3141,8,A58v_1_A,nacazic ?," cilli, xolochauhqui, atl, tentli,"
3142,8,A58v_2_A,tlilcohuatl," atl, comitl, tliltic,"
3143,8,A58v_3_A,huilotl," xocpalmachiyotl, tototl,"
3144,8,A58v_3_B,cuezalque ?," quemitl, etl, ?,"
3145,8,A58v_4_A,tacoyol ?," coyolli, comitl, petlatl, petlacalli,"
3146,8,A59r_1_A,cuauhtlix ?," ixtelolotli, nextli, tentli, cuauhtli,"
3147,8,A59r_2_A,ohua," ?,"
3148,8,A59r_2_B,totonametl," tlanextli, tototl,"
3149,8,A59r_3_A,ihuitemoc," xocpalmachiyotl, tetl, ihuitl,"
3150,8,A59r_4_A,ixtoncal ?," calli, atl, tentli, huitzilin, ixtelolotli,"
3151,8,A59v_1_A,teopanemi ?," tlacatl, ?, calli, atl,"
3152,8,A59v_2_A,quilayotl," xihuitl_1, ayotl, atl,"
3153,8,A59v_3_A,tlatlaco ?," octli, comitl, tlantli, tlantli,"
3154,8,A60r_1_A,chiauhtenco," chian, tentli, atl, comitl, yahualli,"
3155,8,A60v_1_A,atlazol ?," ?, mitl, tlantli, atl, tentli,"
3156,8,A60v_2_A,xochitonal," tonalli, xochitl,"
3157,8,A60v_2_B,quiyauh," quiyahuitl,"
3158,8,A60v_3_A,tlapayauh," quiyahuitl, pantli, tlantli, xocpalmachiyotl,"
3159,8,A60v_3_B,mocnomatitl," tlacatl,"
3160,8,A60v_4_A,cuauhtli," cuauhtli,"
3161,8,A61r_1_A,tohuexiuh," xihuitl_3, huehuetl, tototl,"
3162,8,A61r_2_A,cuetzpal," cuetzpalin, tliltic,"
3163,8,A61r_3_A,cohuana," cihuatl, atl, comitl,"
3164,8,A61r_4_A,quechtlanxochitl ?," tlacatl, xochitl, quemitl,"
3165,8,A61v_1_A,chiauhtlan ?," atl, comitl, yahualli, tlantli,"
3166,8,A62r_1_A,huilotl," huilotl,"
3167,8,A62r_2_A,itzcuin + ?," tototl, itzcuintli,"
3168,8,A62r_3_A,ehecatl," nextli, etl,"
3169,8,A62r_4_A,tecuitlatquitl ?," atl, tentli, tlantli, tzontli, tototl, tentli,"
3170,8,A62v_1_A,nauhyotl ?," ?, cihuatl, ce,"
3171,8,A62v_1_B,cuauhtliztac," cuauhtli,"
3172,8,A62v_1_C,cohuana," cihuatl, atl, comitl,"
3173,8,A62v_2_A,cohuatl," atl, comitl,"
3174,8,A62v_3_A,ayopohuitl ?," tlatoa, ayotli, tentli, atl, tentli,"
3175,8,A62v_4_A,cihuacuicatl," tlatoa, cuicatl, cihuatl,"
3176,8,A63r_1_A,cuitlahuac," cuitlatl, tlantli, atl,"
3177,8,A63r_2_A,ocelotl," ocelotl,"
3178,8,A63r_3_A,teochia," tlacatl, xocpalmachiyotl, otli,"
3179,8,A63r_3_B,tlacon ?," comitl, tlantli,"
3180,8,A63v_1_A,caltonal," calli, huitzilin, tonalli,"
3181,8,A63v_2_A,cihuatlal," cihuatl, tlalli, tlantli,"
3182,8,A63v_2_B,?," ?,"
3183,8,A63v_3_A,nauhyotl ?," ce, cihuatl,"
3184,8,A63v_4_A,tozpan," toztli, pantli,"
3185,8,A64r_1_A,ohua," ohuatl, atl,"
3186,8,A64r_2_A,miquiz," cuaxicalli,"
3187,8,A64r_3_A,tlacochin," tlantli, mitl,"
3188,8,A64r_4_A,tzontemoc," tzontli, xocpalmachiyotl,"
3189,8,A64v_1_A,cuilol ?," olli, ?,"
3190,8,A64v_2_A,tzontemoc," tzontli, xocpalmachiyotl,"
3191,8,A64v_3_A,iztacuauh," cuauhtli, iztatl,"
3192,8,A64v_4_A,cuechcozca," cuechtli, cozcatl, cuechtli,"
3193,8,A65r_1_A,cuauh," cuauhtli,"
3194,8,A65r_2_A,cuetzpal," cuetzpalin,"
3195,8,A65r_3_A,quiyauh," quiyahuitl,"
3196,8,A65r_4_A,ihuitemoc," ihuitl, xocpalmachiyotl,"
3197,8,A65v_1_A,acamitl," mitl, atl,"
3198,8,A65v_2_A,cohuana ?," cohuatl, comitl,"
3199,8,A65v_3_A,patli," pantli, patli,"
3200,8,A65v_4_A,yohualehecatl," nextli, etl, yohualli,"
3201,8,A66r_1_A,tlaltecahuacan," tlantli, tlalli, atl, macpalli, cactli, tentli,"
3202,8,A66r_2_A,ehecacozca," nextli, etl, cozcatl,"
3203,8,A66r_2_B,amoyotl," moyotl, atl,"
3204,8,A66v_1_A,centlal," tlalli, tlantli, centli,"
3205,8,A66v_2_A,cohuatl," atl, comitl,"
3206,8,A66v_3_A,namol ?," olli, tlatzacuillotl,"
3207,8,A66v_3_B,aca," acatl,"
3208,8,A66v_4_A,cuauhtlaohuiz ?," huitztli, tentli, tlantli, cuauhtli,"
3209,8,A66v_4_B,camachnemitl ?," macpalli, atl, tentli,"
3210,8,A66v_4_C,cuauh," cuauhtli,"
3211,8,A67r_1_A,conzotlan," toztli, comitl, topilli, yahualli, tlantli,"
3212,8,A67v_1_A,xochiteca ?," tetl, tentli, xochitl,"
3213,8,A67v_2_A,xochihuitzil," huitztli, huitzilin, xochitl,"
3214,8,A67v_2_B,malihuitl ?," tlacatl, malinalli, macpalli,"
3215,8,A67v_3_A,tlapalzayol," zayolin, tliltic, tlantli,"
3216,8,A67v_4_A,quilayotl," ayotl, xihuitl_1, atl,"
3217,8,A67v_4_B,ozoma," ozomatli,"
3218,8,A68r_1_A,xochiteca ?," nextli, tentli, xochitl,"
3219,8,A68r_2_A,maquiz," atl, tentli, macpalli, maquiztli,"
3220,8,A68r_3_A,tzapotlan," tzapotl, tlantli,"
3221,8,A68v_1_A,techaloa," tlacatl, tlatoa, tlacatl, tlatoa, tentli,"
3222,8,A68v_1_B,olli," olli,"
3223,8,A68v_2_A,tlilcohuatl," atl, comitl, tliltic,"
3224,8,A68v_2_B,cuicatihuitz ?," tlatoa, tetl,"
3225,8,A68v_2_C,ayopohuitl ?," tlatoa, ayotli,"
3226,8,A68v_3_A,namol ?," olli, tlatzacuillotl, cihuatl,"
3227,8,A69r_1_A,tozquechol," olli, quemitl, mitl, tototl,"
3228,8,A69r_2_A,achotl ?," chian, atl, tototl, atl, tentli,"
3229,8,A69r_3_A,tecolotl," tecolotl, tetl,"
3230,8,A69r_4_A,tecolotl," tecolotl, tetl,"
3231,8,A69v_1_A,ehuacozca," cozcatl, ehuatl_2,"
3232,8,A69v_2_A,tozihui," ihuitl, toztli,"
3233,8,A69v_3_A,xicon," xocpalmachiyotl, otli, xicotli, comitl,"
3234,8,A69v_4_A,cuetzpal," tliltic, cuetzpalin,"
3235,8,A70r_1_A,quecil," cuetlachtli, quemitl, cilli,"
3236,8,A70r_2_A,tlaocol," tlantli, tlacatl, ixayotl,"
3237,8,A70r_3_A,cozcacuauh," cuauhtli, cozcatl,"
3238,8,A70r_3_B,icnotl," tlacatl, ixayotl,"
3239,8,A70r_4_A,tetzauh," malacatl, tentli,"
3240,8,A70v_1_A,atonal," tlanextli, tototl, tentli, atl,"
3241,8,A70v_2_A,tzontemoc," xocpalmachiyotl, tetl, ?,"
3242,8,A70v_3_A,tochcama," tochtli, atl, tentli,"
3243,8,A70v_4_A,ohua," ?,"
3244,8,A71r_1_A,tlalchichtli," tecolotl, tlalli, tlantli,"
3245,8,A71r_2_A,tlatozcac," tlantli, tototl, cactli,"
3246,8,A71v_1_A,nacazic ?," cilli, ?, atl, tentli,"
3247,8,A71v_2_A,tlilcohuatl," atl, comitl, tliltic,"
3248,8,A71v_3_A,huilotl," xocpalmachiyotl, tototl,"
3249,8,A71v_3_B,cuezalque ?," quemitl, etl, ?,"
3250,8,A71v_4_A,tacoyol ?," coyolli, comitl, petlatl, petlacalli, ?,"
3251,8,A72r_1_A,cuauhtlix ?," ixtelolotli, nextli, tentli, cuauhtli,"
3252,8,A72r_2_A,ohua," ?,"
3253,8,A72r_2_B,totonametl," tlanextli, tototl,"
3254,8,A72r_3_A,ihuitemoc," xocpalmachiyotl, tetl, ihuitl,"
3255,8,A72r_4_A,ixtoncal ?," calli, atl, tentli, huitzilin, ixtelolotli,"
3256,8,A72v_1_A,teopanemi ?," tlacatl, ?, calli, atl,"
3257,8,A72v_2_A,quilayotl," xochitl, ayotl, atl,"
3258,8,A72v_3_A,tlatlaco ?," octli, comitl, tlantli, tlantli,"
3259,8,A73r_1_A,chiauhtenco," comitl, yahualli, tentli, chian, atl,"
3260,8,A73v_1_A,atlazol ?," ?, topilli, tlantli, atl, tentli,"
3261,8,A73v_2_A,xochitonal," tonalli, xochitl,"
3262,8,A73v_2_B,quiyauh," quiyahuitl,"
3263,8,A73v_3_A,tlapayauh," quiyahuitl, pantli, tlantli, xocpalmachiyotl,"
3264,8,A73v_3_B,mocnomatitl," tlacatl, ixayotl, ?,"
3265,8,A73v_4_A,cuauhtli," cuauhtli,"
3266,8,A74r_1_A,tohuexiuh," xihuitl_3, huehuetl, tototl,"
3267,8,A74r_2_A,acuetzpal," tliltic, cuetzpalin, atl,"
3268,8,A74r_3_A,cohuana," cihuatl, atl, comitl,"
3269,8,A74r_4_A,quechtlanxochitl ?," tlacatl, xochitl,"
3270,8,A74v_1_A,chiauhtlan ?," atl, comitl, tlantli,"
3271,8,A75r_1_A,huilotl," xocpalmachiyotl, tototl,"
3272,8,A75r_2_A,itzcuin + ?," tototl, itzcuintli,"
3273,8,A75r_3_A,ehecatl," etl, nextli,"
3274,8,A75r_4_A,tecuitlatquitl ?," atl, tentli, tlantli, tzontli, tentli,"
3275,8,A75v_1_A,nauhyotl ?," ?, cihuatl, ce,"
3276,8,A75v_1_B,cuauhtliztac ?," cuauhtli, ?,"
3277,8,A75v_1_C,cohuana," cihuatl, atl, comitl,"
3278,8,A75v_2_A,cohuatl," atl, comitl,"
3279,8,A75v_3_A,ayopohuitl ?," tlatoa, ayotli, tentli, atl, tentli,"
3280,8,A75v_4_A,cihuacuicatl," tlatoa, cuicatl, cihuatl,"
3281,8,A76r_1_A,cuitlahuac ?," cuitlatl, tlantli, xihuitl_1, macpalli, atl,"
3282,8,A76v_1_A,ocelotl," ocelotl,"
3283,8,A76v_2_A,teochia," tlacatl, xocpalmachiyotl, otli,"
3284,8,A76v_2_B,tlacochtemoc ?," mitl, comitl, tlantli,"
3285,8,A76v_3_A,caltonal," tonalli, calli, huitzilin,"
3286,8,A76v_4_A,cihuatlal," cihuatl, tlalli, tlantli,"
3287,8,A77r_1_A,nauhyotl ?," ce, cihuatl,"
3288,8,A77r_2_A,tozpan," toztli, pantli,"
3289,8,A77r_3_A,tlaltecahuacan," tlantli, tlalli, atl, macpalli, tentli,"
3290,8,A77v_1_A,ehecacozca," nextli, etl, cozcatl,"
3291,8,A77v_1_B,amoyotl," moyotl, atl,"
3292,8,A77v_2_A,centlal," tlalli, tlantli, centli,"
3293,8,A77v_3_A,cohuatl," comitl, atl,"
3294,8,A77v_4_A,namol ?," olli, tlatzacuillotl,"
3295,8,A77v_4_B,acamocauhqui ?," acatl, ?,"
3296,8,A78r_1_A,cuauhtlaohuiz ?," huitztli, tentli, tlantli, cuauhtli,"
3297,8,A78r_1_B,camachnemitl ?," macpalli, atl, tentli, xocpalmachiyotl,"
3298,8,A78r_1_C,cuauh," cuauhtli,"
3299,8,A78r_2_A,conzotlan," toztli, comitl, mitl, yahualli, tlantli,"
3300,8,A78v_1_A,xochiteca ?," xochitl, tentli, xochitl,"
3301,8,A78v_2_A,xochihuitzil," huitztli, huitzilin, xochitl,"
3302,8,A78v_2_B,malihuitl ?," ihuitl, malinalli, macpalli,"
3303,8,A78v_3_A,tlapalzayol," zayolin, tliltic, tlantli,"
3304,8,A78v_4_A,ayotl," ayotl,"
3305,8,A79r_1_A,xochiteca ?," nextli, tentli, xochitl,"
3306,8,A79r_2_A,maquiz," macpalli, maquiztli,"
3307,8,A79r_3_A,tzapotlan," tlantli, tzapotl,"
3308,8,A79v_1_A,techaloa," tlacatl, tlatoa, tlacatl, tlatoa, tentli,"
3309,8,A79v_1_B,olli," olli,"
3310,8,A79v_2_A,tlilcohuatl," atl, comitl, tliltic,"
3311,8,A79v_2_B,cuicatihuitz ?," tlatoa, tentli,"
3312,8,A79v_2_C,ayopohuitl ?," tlatoa, ayotli, tentli,"
3313,8,A79v_3_A,namol ?," tlatzacuillotl, olli, cihuatl,"
3314,8,A80r_1_A,mazacihuatl," cihuatl, mazatl,"
3315,8,V02r_1_A,cohuacuech," cohuatl, cuechtli,"
3316,8,V02r_1_B,cuixtli," cuixtli, ixtelolotli,"
3317,8,V02r_2_A,cihuatzincocol," cihuatl, tzintli, chilli, comitl,"
3318,8,V02r_2_B,ihuitemoc," ihuitl, tetl, xocpalmachiyotl,"
3319,8,V02r_3_A,tlatolzazaca," tentli, tlatoa, tlantli, zacatl,"
3320,8,V02r_4_A,cohuacuech," cohuatl, cuechtli,"
3321,8,V02r_4_B,xochicuauh," xochitl, cuahuitl_1,"
3322,8,V02r_5_A,cuauhui," cuauhtli, huictli,"
3323,8,V02r_5_B,tlaltecatl," tlalli, tentli, atl,"
3324,8,V02v_1_A,tochtli," tochtli,"
3325,8,V02v_2_A,techin ?," tletl, chian, tetl,"
3326,8,V02v_2_B,xochihua," xochitl, atl,"
3327,8,V02v_3_A,cuauhxilotl," cuauhtli, xilotl,"
3328,8,V02v_4_A,chiquitl," chicuatli, atl,"
3329,8,V02v_4_B,quiyauh," quiyahuitl,"
3330,8,V02v_5_A,coxcox," coxolitli, comitl,"
3331,8,V03r_1_A,tecolotl," tecolotl, tetl,"
3332,8,V03r_2_A,coxcox," coxolitli, comitl,"
3333,8,V03r_3_A,xochimitl," xochitl, mitl,"
3334,8,V03r_4_A,toltzincuic," tolin, tzintli, macpalli, olli,"
3335,8,V03r_5_A,callalatl," calli, atl, allacatl,"
3336,8,V03v_1_A,?," ?,"
3337,8,V03v_2_A,?," coxolitli, comitl,"
3338,8,V03v_3_A,acatonal," acatl, tonalli, atl,"
3339,8,V03v_3_B,cohuatl," comitl, atl,"
3340,8,V03v_4_A,cohuatl," comitl, atl,"
3341,8,V03v_5_A,coco," oiseau_01, chilli, comitl, otli, xocpalmachiyotl,"
3342,8,V04r_1_A,cohuana," comitl, atl, cihuatl,"
3343,8,V04r_2_A,chapan," calli, pantli,"
3344,8,V04r_3_A,xiuhtli," tletl, xihuitl_3, tentli, atl,"
3345,8,V04r_4_A,?," mitl, chian, tlantli, tentli,"
3346,8,V04r_5_A,chapan," calli, pantli,"
3347,8,V05r_1_A,tecihuauh," tentli, cihuatl, huauhtli,"
3348,8,V05r_2_A,teiztlacohuatl ?," tentli, atl, tlantli, comitl,"
3349,8,V05r_3_A,tlaltetecui," tlalli, tetl, tetl,"
3350,8,V06r_1_A,aoctlacuani," atl, octli, tentli, ?_04,"
3351,8,V06r_2_A,temic," tentli, cuaxicalli,"
3352,8,V06r_3_A,chiconacaz," chian, comitl, nacaztli,"
3353,8,V06r_3_B,tecuitlacoz," coiffure, tlantli, mitl, comitl,"
3354,8,V06r_4_A,callatlaxoxiuhco," calli, cactli, atl, tlantli, macpalli,"
3355,8,V06v_1_A,cohuacuech," cohuatl, cuechtli,"
3356,8,V06v_2_A,cihuatzincocol," cihuatl, tzintli, chilli, comitl,"
3357,8,V06v_3_A,tlatolzazaca," tentli, tlatoa, tlantli, zacatl,"
3358,8,V06v_4_A,cohuacuech," cohuatl, cuechtli,"
3359,8,V07r_1_A,cuauhui," cuauhtli, huictli,"
3360,8,V07r_2_A,tochtli," tochtli,"
3361,8,V07r_3_A,techin ?," tetl, chian, tletl,"
3362,8,V07r_4_A,cuauhxilotl," cuauhtli, xilotl,"
3363,8,V07v_1_A,chiquitl," chicuatli, chian, atl,"
3364,8,V07v_2_A,coxcox," coxolitli, comitl,"
3365,8,V07v_3_A,tecolotl," tecolotl, tetl,"
3366,8,V07v_4_A,coxcox," coxolitli, comitl,"
3367,8,V08r_1_A,xochimitl," xochitl, mitl,"
3368,8,V08r_2_A,toltzincuic," tolin, tzintli, olli,"
3369,8,V08r_3_A,callalatl," calli, allacatl, atl,"
3370,8,V08r_4_A,ozoma," ozomatli,"
3371,8,V08v_1_A,cohuatequitl," comitl, atl, tilmatli,"
3372,8,V08v_2_A,acatonal," acatl, atl, tonalli,"
3373,8,V08v_3_A,cohuatl," comitl, atl,"
3374,8,V08v_4_A,coco," oiseau_01, chilli, comitl,"
3375,8,V09r_1_A,cohuana," comitl, atl, cihuatl,"
3376,8,V09r_2_A,chapan," calli, pantli,"
3377,8,V09r_3_A,xiuhtli," tletl, xihuitl_3, huictli,"
3378,8,V09r_4_A,?," mitl, chian, tlantli, tentli,"
3379,8,V09v_1_A,chapan," pantli, calli,"
3380,8,V09v_3_A,ihuitemoc," ihuitl, tetl, xocpalmachiyotl,"
3381,8,V09v_4_A,nauhyotl ?," tizatl, otli, xocpalmachiyotl, ce,"
3382,8,V10r_1_A,xochicuauh," xochitl, cuahuitl_1,"
3383,8,V10r_2_A,?," macpalli, tentli, atl, xilotl,"
3384,8,V10r_3_A,ceicuic," tlacatl, cuicatl, centli,"
3385,8,V10r_4_A,?," tetl, tentli, macpalli, xochitl,"
3386,8,V10v_1_A,itleuhceuh," centli, huictli, tentli, atl, tletl,"
3387,8,V10v_2_A,texcan ?," texcan, tentli, atl,"
3388,8,V10v_3_A,cuixtli," ixtelolotli, cuauhtli,"
3389,8,V10v_4_A,xochhua," xochitl, tlatoa, atl,"
3390,8,V11r_1_A,catican ?," macpalli, atl, tissu,"
3391,8,V11r_2_A,yaotl," chimalli, macuahuitl, itztli,"
3392,8,V11r_3_A,temazatl," mazatl, tetl,"
3393,8,V11r_4_A,tlalli," tlalli, tlantli,"
3394,8,V11v_1_A,tlaltecatl," tentli, atl, tlalli,"
3395,8,V12r_1_A,tecihuauh," cihuatl, tentli, cuahuitl_1,"
3396,8,V12r_2_A,teiztlacohuatl ?," comitl, tlantli, tentli, atl,"
3397,8,V12r_3_A,tlaltetecui," tetl, tlalli,"
3398,8,V12v_1_A,mozamauh," montli, atl,"
3399,8,V12v_2_A,quiyauh," quiyahuitl,"
3400,8,V12v_3_A,yaocihuatl," chimalli, cihuatl,"
3401,8,V12v_4_A,tlalticpaque," pantli, etl, tzontli, tlalli, tlantli,"
3402,8,V13v_1_A,aoctlacuani," ?_04, tentli, tlantli, octli, atl,"
3403,8,V13v_2_A,temic," cuaxicalli, tentli,"
3404,8,V13v_3_A,chiconacaz," chian, comitl, nacaztli,"
3405,8,V14r_1_A,callatlaxoxiuhco," calli, cactli, atl, macpalli, tlantli,"
3406,8,V14r_2_A,cohuacuech," cohuatl, cuechtli,"
3407,8,V14r_3_A,cihuatzincocol," cihuatl, tzintli, chilli, comitl,"
3408,8,V14r_4_A,tlatolzazaca," tentli, tlatoa, tlantli, zacatl,"
3409,8,V14v_1_A,cohuacuech," cohuatl, cuechtli,"
3410,8,V14v_2_A,cuauhui," cuauhtli, huictli,"
3411,8,V14v_3_A,tochtli," tochtli,"
3412,8,V14v_4_A,techin ?," chian, tetl, tletl,"
3413,8,V15r_1_A,cuauhxilotl," cuauhtli, xilotl,"
3414,8,V15r_2_A,chiquitl," chicuatli, atl, chian,"
3415,8,V15r_3_A,coxcox," coxolitli, comitl,"
3416,8,V15r_4_A,tecolotl," tecolotl, tetl,"
3417,8,V15v_1_A,coxcox," coxolitli, comitl,"
3418,8,V15v_2_A,xochimitl," xochitl, mitl,"
3419,8,V15v_3_A,toltzincuic," tolin, tzintli, olli,"
3420,8,V15v_4_A,callalatl," calli, allacatl, atl,"
3421,8,V16r_1_A,ozoma," ozomatli,"
3422,8,V16r_2_A,cohuatequitl," comitl, atl, tilmatli,"
3423,8,V16r_3_A,acatonal," acatl, tonalli, atl,"
3424,8,V16r_4_A,cohuatl," comitl, atl,"
3425,8,V16v_1_A,coco," oiseau_01, chilli, comitl,"
3426,8,V16v_2_A,?," ?,"
3427,8,V16v_3_A,?," ?,"
3428,8,V16v_4_A,?," ?,"
3429,8,V17r_1_A,?," mitl, chian, tlantli, tentli,"
3430,8,V17r_2_A,chapan," calli, pantli,"
3431,8,V17r_4_A,ihuitemoc," ihuitl, tetl, xocpalmachiyotl,"
3432,8,V17v_1_A,nauhyotl ?," tizatl, otli, xocpalmachiyotl, ce,"
3433,8,V17v_2_A,xochicuauh," xochitl, cuahuitl_1,"
3434,8,V17v_3_A,xilomaniz," xilotl, macpalli, tentli, atl,"
3435,8,V17v_4_A,ceicuic," tlacatl, cuicatl, chian,"
3436,8,V18r_1_A,xochiteca," xochitl, macpalli, tentli, tetl,"
3437,8,V18r_2_A,itleuhceuh," huictli, centli, tletl, tentli, atl,"
3438,8,V18r_3_A,texcan ?," texcan, tentli, atl,"
3439,8,V18r_4_A,cuixtli," ixtelolotli, cuauhtli,"
3440,8,V18v_1_A,xochihua," xochitl, atl, tlatoa,"
3441,8,V18v_2_A,catican ?," macpalli, atl, tissu,"
3442,8,V18v_3_A,yaotl," chimalli, macuahuitl, itztli,"
3443,8,V18v_4_A,temazatl," mazatl, tetl,"
3444,8,V19r_1_A,tlalli," tlalli, tlantli,"
3445,8,V19r_2_A,tlaltecatl," tentli, atl, tlalli,"
3446,8,V19v_1_A,tecihuauh," tentli, cihuatl, huauhtli,"
3447,8,V19v_2_A,teiztlacon," tentli, atl, tlantli, comitl,"
3448,8,V19v_3_A,tlaltetecui," tetl, tetl, tlalli,"
3449,8,V20r_1_A,mozamauh," montli, atl,"
3450,8,V20r_2_A,quiyauh," quiyahuitl,"
3451,8,V20r_3_A,yaocihuatl," chimalli, macuahuitl, itztli, cihuatl,"
3452,8,V20r_4_A,tlalticpaque," pantli, etl, tzontli, tlalli, tlantli,"
3453,8,V20v_2_A,aoctlacuani," atl, octli, tlantli, tentli, ?_04,"
3454,8,V20v_3_A,temic," tetl, cuaxicalli,"
3455,8,V21r_1_A,chiconacaz," chian, comitl, nacaztli,"
3456,8,V21r_3_A,topotitlan," topozan, tototl, ?_08, tlatoa, tlantli,"
3457,8,V21v_1_A,calhua," calli, atl, quadrupède_01,"
3458,8,V21v_2_A,achicohuitica," atl, chian, tlacatl, caxitl,"
3459,8,V21v_3_A,xoman," ?_08, macpalli,"
3460,8,V21v_3_B,topalcihuatl," cihuatl, tototl, tliltic,"
3461,8,V21v_3_C,calli," calli,"
3462,8,V21v_4_A,totequipan," tilmatli, pantli,"
3463,8,V21v_4_B,xochhua," xochitl,"
3464,8,V21v_5_A,cohuatl," comitl, atl,"
3465,8,V22r_1_A,chiucnahuiozoma," macuilli, ce, ozomatli,"
3466,8,V22r_1_B,quecholomitl ?," quecholli,"
3467,8,V22r_2_A,ehecatl," etl, nextli,"
3468,8,V22r_3_A,ahuililama," atl, cihuatl,"
3469,8,V22r_4_A,itzcuin," itzcuintli,"
3470,8,V22r_4_B,icnonemitl," xocpalmachiyotl, tlacatl,"
3471,8,V22r_5_A,topotitlan," topozan, tototl, ?_08, tlatoa, tlantli,"
3472,8,V22v_1_A,calhua," calli, atl, oiseau_02,"
3473,8,V22v_2_A,achicohuitica," atl, chian, tlacatl, caxitl,"
3474,8,V22v_3_A,xoman," macpalli, ?_08,"
3475,8,V22v_4_A,totequipan," tilmatli, pantli,"
3476,8,V23r_1_A,cohuatl," comitl, atl,"
3477,8,V23r_2_A,xilopatzac," xilotl, pantli, atl,"
3478,8,V23r_3_A,topalcihuatl," tototl, tliltic, cihuatl,"
3479,8,V23r_4_A,calli ?," calli, xamitl, atl,"
3480,8,V23v_1_A,chiucnahuiozoma," macuilli, ce, ozomatli,"
3481,8,V23v_2_A,ehecatl," etl, nextli,"
3482,8,V23v_3_A,ahuililama," atl, cihuatl,"
3483,8,V24r_1_A,itzcuin," itzcuintli,"
3484,8,V24r_2_A,quecholomi," quecholli, ?_09,"
3485,8,V24r_3_A,icnonemitl," tlacatl, ixayotl, xocpalmachiyotl,"
3486,8,V24r_4_A,topotitlan," topozan, tototl, ?_08, tlatoa, tlantli,"
3487,8,V24v_1_A,calhua," calli, atl, oiseau_02,"
3488,8,V24v_2_A,achicohuitica," atl, chian, tlacatl, caxitl,"
3489,8,V24v_3_A,xoman," ?_08, macpalli,"
3490,8,V24v_4_A,totequipan," tilmatli, pantli,"
3491,8,V25r_1_A,cohuatl," comitl, atl,"
3492,8,V25r_2_A,xilopatzac," xilotl, pantli,"
3493,8,V25r_3_A,topalcihuatl," cihuatl, tototl, tliltic,"
3494,8,V25r_4_A,calli ?," calli, atl,"
3495,8,V25v_1_A,chiucnahuiozoma," macuilli, ce, ozomatli,"
3496,8,V25v_2_A,ehecatl," etl, nextli,"
3497,8,V25v_3_A,ahuililama," atl, cihuatl, xolochauhqui,"
3498,8,V25v_4_A,itzcuin," itzcuintli,"
3499,8,V26r_1_A,quecholomi," quecholli, otli, xocpalmachiyotl, mitl,"
3500,8,V26r_2_A,icnonemitl," tlacatl, cuacocolochtic, xocpalmachiyotl, ixayotl,"
3501,8,V26r_3_A,teocaltitlan," tentli, otli, xocpalmachiyotl, tlantli, mixoyotl, calli,"
3502,8,V26v_1_A,chaticon," calli, atl, comitl,"
3503,8,V26v_2_A,zayol," zayolin,"
3504,8,V26v_2_B,tzihuacmitl," tzihuactli, mitl,"
3505,8,V26v_3_A,ixpolihuitl," ixtelolotli, ?_10, ihuitl, tentli, atl,"
3506,8,V26v_4_A,quiyauh," quiyahuitl,"
3507,8,V26v_5_A,yaotl," chimalli, macuahuitl, itztli,"
3508,8,V27r_1_A,motlaloatl," montli, tlantli, xocpalmachiyotl,"
3509,8,V27r_2_A,tlaocol," olli, tlantli, atl,"
3510,8,V27r_2_B,zacuan," zacuan, tentli,"
3511,8,V27r_3_A,ehecatl," etl, nextli,"
3512,8,V27r_4_A,cozcacuauh," cozcatl, cuauhtli,"
3513,8,V27r_5_A,cipac," tochtli, pantli,"
3514,8,V27v_1_A,teocaltitlan," mixoyotl, calli, tentli, otli, xocpalmachiyotl, tlantli,"
3515,8,V27v_2_A,chaticon," calli, atl, comitl,"
3516,8,V27v_3_A,zayol," zayolin,"
3517,8,V28r_1_A,ixpolihuitl," ixtelolotli, ?_10, ihuitl, tentli, atl,"
3518,8,V28r_2_A,quiyauh," quiyahuitl,"
3519,8,V28r_3_A,yaotl," chimalli, macuahuitl, itztli,"
3520,8,V28r_4_A,motlaloatl," montli, tlantli, xocpalmachiyotl,"
3521,8,V28v_1_A,tlaocol," olli, tlantli, atl,"
3522,8,V28v_2_A,tzihuacmitl," tzihuactli, mitl,"
3523,8,V28v_3_A,toztlehuac," insecte_01,"
3524,8,V28v_4_A,zacuan," zacuan, tentli,"
3525,8,V29r_1_A,ehecatl," etl, nextli,"
3526,8,V29r_2_A,cozcacuauh," cozcatl, cuauhtli,"
3527,8,V29r_2_B,cuitlapil," cuicatl, tlantli,"
3528,8,V29r_3_A,cipac," tochtli, pantli,"
3529,8,V29r_4_A,iyaqui," tlacatl, atl, xocpalmachiyotl,"
3530,8,V29v_1_A,nauhyotl ?," coyolli, ce,"
3531,8,V29v_2_A,xiuhnel," xihuitl_3, etl,"
3532,8,V29v_3_A,yexochitl," yexochitl,"
3533,8,V29v_4_A,tlacochin," mitl, tlantli,"
3534,8,V30r_1_A,tozcuecuex," tototl, coyolli, toztli,"
3535,8,V30r_2_A,cuetzpal," cuetzpalin,"
3536,8,V30r_2_B,tzihuac," tzihuactli,"
3537,8,V30r_3_A,teocaltitlan," mixoyotl, calli, tentli, otli, xocpalmachiyotl, tlantli,"
3538,8,V30v_1_A,chaticon," calli, atl, comitl,"
3539,8,V30v_2_A,zayol," zayolin,"
